census_tract,long,lat,Applications,One.to.Four.Unit,loan_type,mfrd,year,Hispanic,N.Hispanic,Native,Asian,Black,Pacific,White,Race_Other,Male,Female,Accepted,Denied,Action_Other,Purchase,Improvement,Purpose_Other,Lien.First,Lien.Sub,Med.Spread,Stdv.Spread,Hoepa,Med.Income,Stdv.Income,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,Stdv.Loan,Med.Loan,loan.return,app.growth
45051040102,-78.6869831,33.8579763,465,465,Conventional,41,2018,17,518,1,3,32,0,509,132,304,265,326,56,83,355,16,94,441,24,0.472,0.892459422,465,60,178.6895901,5239,38.42,61700,100,1581,2253,83.83367408,165,26.92307692,30.25210084
45051040103,-78.65336699,33.88169028,490,489,Conventional,10,2018,7,533,5,1,13,0,535,154,292,291,328,77,85,328,21,141,457,33,0.631,0.810496323,490,61,52.05201459,5558,20.39,61700,122,1775,2364,117.7730443,115,-4.958677686,-1.606425703
45051040104,-78.61861205,33.8978623,205,205,Conventional,16,2018,4,245,2,1,9,0,242,46,137,127,129,34,42,109,8,88,190,15,0.432,0.754871451,205,58,54.61738656,3002,5.6,61700,93,939,1371,92.17746903,155,7.638888889,3.015075377
45051040105,-78.62531361,33.86778315,246,246,Conventional,0,2018,10,297,5,0,1,0,304,63,163,161,152,62,32,146,18,82,232,14,0.5481,0.777945947,246,69,60.7614419,2209,4.66,61700,117,984,1219,90.95978103,135,7.142857143,12.32876712
45051040200,-78.60199171,33.85350688,570,569,Conventional,23,2018,24,700,5,4,22,0,700,161,421,340,398,76,96,394,18,158,541,29,0.357,0.994375094,570,110,152.8281921,3729,15.55,61700,118,1453,3853,160.2270775,185,-7.5,10.25145068
45051040300,-78.66453285,33.83214853,655,654,Conventional,13,2018,17,809,5,9,10,2,823,168,464,412,439,90,126,425,18,212,614,41,0.3895,0.971299841,655,105,184.9543717,4029,13.15,61700,125,1662,3918,181.5855754,155,-13.88888889,5.815831987
45051040400,-78.70038835,33.81722218,487,485,Conventional,0,2018,14,567,10,13,11,1,556,140,342,280,338,77,72,319,22,146,455,32,0.419,0.884312208,487,92,196.402288,4125,13.28,61700,108,1011,3378,99.29281553,165,-6.25,-0.612244898
45051040500,-78.74447338,33.79365011,503,500,Conventional,9,2018,16,566,2,16,26,1,554,141,349,273,340,86,77,336,31,136,471,32,0.4816,0.857437185,503,115,151.5857585,3645,13.53,61700,114,1270,2990,168.5140981,165,-1.19760479,-3.269230769
45051050102,-78.86428309,33.73816098,458,458,Conventional,0,2018,21,533,0,9,19,0,526,134,316,267,309,68,81,336,16,106,424,34,0.501,0.844301475,458,91,258.9224397,4089,9.49,61700,128,1161,1144,209.2227346,125,4.166666667,18.34625323
45051050200,-78.78329671,33.77295429,416,416,Conventional,3,2018,10,510,2,17,18,1,498,99,291,268,271,74,71,295,19,102,393,23,0.512,0.837153302,416,127,287.3050675,1618,4.26,61700,131,662,1296,131.3919121,135,-8.783783784,2.716049383
45051050303,-78.80854834,33.75691677,392,390,Conventional,0,2018,10,443,3,6,10,1,440,130,255,207,272,61,59,266,25,101,364,28,0.37,0.767804654,392,122,205.4540288,2449,5.92,61700,211,909,1332,274.8805251,155,-3.125,41.51624549
45051050401,-78.82930902,33.74386957,139,136,Conventional,0,2018,1,151,0,4,7,1,144,42,97,63,83,24,32,84,6,49,125,14,0.28,0.735054914,139,85,127.0461858,2436,28.33,61700,89,464,1094,373.4976021,165,-7.303370787,5.303030303
45051050402,-78.8439692,33.73247964,221,221,Conventional,0,2018,3,269,3,12,7,0,261,49,149,141,144,43,34,134,13,74,209,12,0.533,0.627178548,221,108,162.7431856,1866,5.57,61700,139,772,895,231.5374632,205,21.30177515,16.93121693
45051050500,-78.86642146,33.71746208,322,316,Conventional,0,2018,12,338,3,6,15,1,333,82,218,153,187,66,69,197,17,108,301,21,0.629,0.840993628,322,78,130.3467885,4826,24.58,61700,94,1220,2179,288.6839839,115,-8.73015873,10.65292096
45051050600,-78.88988397,33.70413773,144,141,Conventional,4,2018,5,147,3,13,33,0,110,41,89,74,82,24,38,103,2,39,140,4,0.682,0.652506456,144,58,87.9757707,4551,67.55,61700,50,385,1193,82.51483232,115,-8.73015873,-15.29411765
45051050700,-78.88898173,33.68884797,92,85,Conventional,0,2018,4,72,0,9,9,1,63,44,52,31,65,15,12,64,4,24,90,2,0.697,1.198603901,92,107,99.24751741,1528,36.85,61700,37,104,751,124.255451,135,8.43373494,53.33333333
45051050900,-78.91421766,33.69247858,265,261,Conventional,20,2018,14,276,3,8,35,2,239,87,156,147,162,46,57,188,16,61,248,17,0.7895,1.265553489,265,58,58.68282842,6777,37.97,61700,67,1261,2294,382.1322995,115,15.57788945,26.19047619
45051051000,-78.94871276,33.66819337,617,617,Conventional,2,2018,24,740,5,9,28,4,735,152,423,385,459,69,89,425,27,165,575,42,0.366,0.659233717,617,85,105.8301274,3417,14.25,61700,116,863,1817,91.04693921,205,-2.380952381,-11.73104435
45051051201,-78.97057871,33.61471614,165,165,Conventional,0,2018,1,196,0,2,1,1,193,63,107,101,123,26,16,100,14,51,147,18,0.4425,0.82654863,165,109,117.3213946,1521,13.21,61700,110,468,1297,133.7693352,205,-6.392694064,-0.602409639
45051051202,-78.98234489,33.60252165,243,243,Conventional,0,2018,6,279,3,2,2,1,291,65,158,153,162,44,37,144,16,83,218,25,0.4251,0.726870553,243,105,95.21942675,2555,12.49,61700,88,682,2098,125.8013122,185,1.928374656,8.482142857
45051051301,-78.99222662,33.59158852,237,237,Conventional,28,2018,7,298,0,1,2,0,310,45,169,144,151,42,44,177,5,55,233,4,0.735,0.830817341,237,110,215.6882769,992,2.62,61700,97,425,2012,102.8415906,165,1.538461538,18.5
45051051302,-79.00840909,33.58058858,244,243,Conventional,34,2018,3,303,0,2,0,0,307,43,151,164,146,51,47,136,22,86,218,26,0.564,2.022954479,244,86,135.4810971,3089,5.5,61700,116,1013,2508,172.0654191,175,-2.777777778,12.96296296
45051051403,-78.96678682,33.64543508,411,411,Conventional,8,2018,21,481,0,13,12,0,477,130,279,257,289,62,60,290,15,106,390,21,0.476,1.036582659,411,73,87.8745614,4433,4.67,61700,127,1794,2141,98.67284423,195,13.37209302,39.3220339
45051051404,-78.98765854,33.62428077,294,294,Conventional,0,2018,9,357,1,14,12,3,342,67,209,174,187,52,55,175,18,101,270,24,0.537,0.733101871,294,59,74.30875789,4007,15.9,61700,95,1007,1315,84.87533657,105,-25,16.2055336
45051051405,-78.99950135,33.60727101,286,286,Conventional,10,2018,6,320,1,2,2,1,329,86,175,174,203,36,47,159,15,112,267,19,0.7103,0.80100892,286,60,44.86804959,3224,10.42,61700,84,1110,1409,56.06614913,125,-3.846153846,-6.229508197
45051051406,-79.01836375,33.59129767,169,167,Conventional,47,2018,3,185,2,0,1,0,200,44,103,106,100,44,25,119,5,45,158,11,1.002,1.968367287,169,54,37.30287949,2946,4.41,61700,87,1423,1535,288.1187952,85,4.294478528,0.595238095
45051051501,-78.98481773,33.69111127,219,219,Conventional,23,2018,9,221,3,6,18,3,209,62,129,110,132,43,44,120,6,93,202,17,0.788,1.116736901,219,50,91.49726331,4278,30.32,61700,80,1017,1540,79.93024587,135,1.886792453,-23.95833333
45051051502,-78.9844674,33.67022035,384,384,Conventional,0,2018,10,413,1,7,18,2,399,126,234,205,251,72,61,223,15,146,343,41,0.707,0.910257166,384,58,41.63137157,8174,24.74,61700,86,1434,1823,60.06686308,145,5.839416058,-12.92517007
45051051503,-78.95731907,33.68875782,134,133,Conventional,10,2018,8,141,1,2,0,1,147,40,84,71,90,24,20,79,8,47,127,7,0.828,1.04323197,134,60,57.32738064,4073,46.67,61700,56,691,1573,77.87222686,145,17.88617886,-0.740740741
45051051601,-79.0207838,33.65711342,810,809,Conventional,48,2018,28,857,4,5,27,2,870,305,517,436,551,111,148,518,25,267,754,56,0.545,0.923789564,810,59,51.7531649,9614,25.81,61700,94,2749,3862,498.1015824,155,-1.27388535,1.631116688
45051051603,-79.07313982,33.63617921,565,565,Conventional,0,2018,6,622,3,3,10,0,639,165,346,329,388,73,104,378,17,170,526,39,0.648,0.718632812,565,58,74.83372676,4286,18.13,61700,98,1540,2072,109.6736857,135,-6.896551724,2.727272727
45051051604,-79.06285848,33.59345294,952,952,Conventional,12,2018,18,1147,8,4,24,0,1163,278,648,585,671,126,155,583,34,335,874,78,0.417,0.694582371,952,71,74.10144157,8223,6.86,61700,111,3157,4394,97.57420978,165,-2.941176471,7.936507937
45051051605,-79.03156868,33.61665572,654,654,Conventional,9,2018,21,732,4,8,22,1,747,205,432,372,455,93,106,416,22,216,610,44,0.585,0.750867214,654,64,49.24527371,5938,11.43,61700,111,2408,2774,67.33386009,175,6.060606061,14.93848858
45051051700,-78.93402887,33.64775014,377,375,Conventional,17,2018,10,463,1,19,22,1,444,87,286,217,227,77,73,259,6,112,371,6,0.705,0.910530712,377,117,125.9929528,2181,12.79,61700,93,744,3739,218.087701,105,-2.777777778,18.55345912
45051060101,-79.04084042,33.76755334,93,93,Conventional,4,2018,6,103,1,4,3,0,102,25,65,53,56,24,13,46,5,42,83,10,0.64,0.632747767,93,63.5,67.999363,3223,17.38,61700,73,670,1254,83.90969455,115,-12.21374046,2.197802198
45051060102,-79.03647211,33.69844504,95,94,Conventional,35,2018,4,101,1,4,4,0,100,23,58,52,48,27,20,60,1,34,89,6,0.7865,1.039878087,95,49,35.81727671,2762,21.72,61700,75,687,1130,101.7838652,115,13.30049261,10.46511628
45051060203,-78.98484405,33.72552744,619,617,Conventional,22,2018,35,693,6,12,24,2,693,162,421,348,435,97,87,406,24,189,571,48,0.587,0.777222445,619,60,54.07134689,6996,24.51,61700,98,1941,2646,72.74886733,155,-1.898734177,-8.8365243
45051060204,-78.95800999,33.7092158,600,600,Conventional,8,2018,24,626,4,31,17,5,610,195,367,320,390,100,110,357,17,226,553,47,0.641,0.786680695,600,63,70.73790001,8065,19.53,61700,91,2100,2782,91.65113593,155,1.307189542,10.09174312
45051060206,-78.92706099,33.74919592,547,547,Conventional,18,2018,15,632,2,19,27,2,620,167,366,320,387,67,93,381,13,153,505,42,0.389,0.621249306,547,80,78.71953599,6766,25.41,61700,113,1558,2285,112.9691165,205,3.015075377,-2.146690519
45051060207,-78.88954044,33.76889005,650,650,Conventional,0,2018,30,695,6,46,22,6,657,251,436,360,446,82,122,432,11,207,610,40,0.529,0.644161039,650,76.5,66.9670034,5532,6.47,61700,119,1314,2029,98.5111701,185,0.543478261,7.438016529
45051060208,-78.90364299,33.73529546,546,546,Conventional,0,2018,13,626,5,19,26,0,604,162,362,312,402,67,77,436,8,102,525,21,0.518,0.730803181,546,80,85.01697354,3026,12.13,61700,104,400,403,119.8761907,160,6.666666667,6.849315068
45051060209,-78.94737697,33.77186622,447,447,Conventional,0,2018,27,477,0,12,21,1,478,148,279,256,306,73,68,261,22,164,404,43,0.6165,0.820069413,447,65,57.01962872,6103,20.42,61700,125,1521,1866,78.07787608,155,-7.738095238,-3.663793103
45051060301,-78.86043956,33.86306502,308,308,Conventional,32,2018,15,349,1,2,28,1,335,87,214,174,197,55,56,196,12,100,295,13,0.508,1.01615998,308,65,117.5462544,4048,20.03,61700,110,1130,1464,94.85679669,165,10.73825503,37.5
45051060303,-78.73730107,33.82645864,464,464,Conventional,1,2018,12,569,4,4,13,0,570,144,337,288,308,76,80,327,17,120,427,37,0.429,0.787900256,464,115.5,87.10925707,1969,3.25,61700,139,763,1027,125.9279033,165,-2.077151335,13.17073171
45051060308,-78.8462292,33.80857655,607,605,Conventional,33,2018,33,660,2,17,53,1,646,219,393,365,413,99,95,403,29,175,560,47,0.393,0.849410578,607,85,165.7165479,5748,25.78,61700,105,1707,2179,1268.559023,215,10.25641026,9.963768116
45051060403,-79.01437216,33.82147457,145,145,Conventional,37,2018,14,141,1,2,11,1,147,50,95,70,84,31,30,92,4,49,135,10,0.895,1.756802461,145,43,41.13201659,2565,29.55,61700,70,686,1173,70.53707484,105,6.060606061,-3.333333333
45051060404,-78.97877453,33.8009403,237,236,Conventional,4,2018,7,242,1,4,16,0,235,106,155,131,170,37,30,183,11,43,224,13,0.599,1.022983502,237,78,65.36611457,1942,13.9,61700,130,460,616,264.6756647,155,16.54135338,25.3968254
45051060405,-79.00957613,33.78672344,190,188,Conventional,6,2018,13,199,3,11,8,3,204,56,126,101,130,24,36,106,11,73,170,20,0.521,1.129696079,190,74,58.12159774,6566,28.57,61700,103,1096,1488,81.02588191,125,-15.54054054,11.11111111
45051060406,-79.00209217,33.75247135,406,406,Conventional,77,2018,18,465,5,8,33,2,451,118,278,230,251,78,77,255,13,138,377,29,0.667,1.153476996,406,60.5,80.11266372,5849,9.81,61700,105,2286,2948,71.4989254,125,-2.34375,-4.470588235
45051070101,-78.99873333,33.91264191,220,219,Conventional,42,2018,5,262,1,1,13,0,268,50,152,131,138,44,38,150,14,56,212,8,0.623,1.597760427,220,63,43.90774677,4634,26.41,61700,103,1367,1872,84.87134062,155,25.50607287,-20.28985507
45051070102,-78.94193026,33.8814416,169,169,Conventional,19,2018,2,191,2,1,5,0,186,58,109,90,111,27,31,106,7,56,154,15,0.503,1.220283193,169,65,298.0033962,2936,5.14,61700,79,924,1340,76.0951785,155,11.11111111,-27.77777778
45051070200,-79.04623367,33.85739737,160,160,Conventional,3,2018,3,163,1,2,18,0,144,54,82,87,97,42,21,91,16,53,141,19,0.5205,1.110893567,160,58.5,394.669628,3310,22.93,61700,109,966,1489,99.67115743,135,-2.173913043,-2.43902439
45051070300,-79.06603774,33.85293069,193,193,Conventional,2,2018,10,194,0,10,23,0,175,67,97,118,123,35,35,123,15,55,181,12,0.774,0.780435805,193,51,57.61186061,3896,52.87,61700,65,772,1319,53.41950145,125,-8.759124088,-15.72052402
45051070400,-79.09529875,33.84030869,384,382,Conventional,5,2018,14,371,3,3,72,1,319,135,229,180,243,76,65,251,13,120,355,29,0.7705,0.906895965,384,45,36.23514668,5725,69.57,61700,59,1078,1850,52.26523934,135,5.46875,12.94117647
45051070500,-79.0775246,33.81291934,143,143,Conventional,5,2018,5,148,1,3,23,2,127,47,88,79,90,33,20,75,10,58,134,9,0.6975,0.919689041,143,49,36.66962881,3746,44.79,61700,102,933,1472,48.18011775,115,4.545454545,-9.493670886
45051070601,-79.17996934,33.80144179,185,184,Conventional,27,2018,10,178,2,1,15,1,173,73,104,98,134,28,23,127,9,49,176,9,0.805,1.278686674,185,47,31.6540868,4562,17.34,61700,88,1163,1735,75.46168124,135,22.72727273,8.823529412
45051070602,-79.11865095,33.71756074,232,230,Conventional,30,2018,9,241,6,0,38,1,219,86,168,109,151,39,42,136,18,78,213,19,0.7405,1.284522005,232,55,46.8457903,4314,35.79,61700,104,1472,1998,65.30344159,140,-3.448275862,-15.32846715
45051070701,-79.0692011,33.93242663,302,302,Conventional,36,2018,2,333,2,4,25,0,320,89,193,162,209,50,43,185,20,97,275,27,0.5885,1.117733271,302,55,90.82942952,5167,25.64,61700,103,1524,2219,74.65741725,135,0.746268657,19.84126984
45051070702,-79.17301033,33.85936733,259,259,Conventional,30,2018,11,303,1,0,17,0,302,55,177,151,165,55,39,162,22,75,236,23,0.612,1.296392723,259,52,33.51498457,5509,34.25,61700,92,1187,2034,56.62771753,135,5.058365759,-1.145038168
45051080101,-79.14572563,34.03593868,113,113,Conventional,40,2018,1,142,2,1,8,0,141,19,79,71,81,19,13,51,5,57,103,10,0.943,1.968727121,113,65,38.04691386,3529,10.99,61700,85,973,1559,74.24089076,105,12.90322581,-19.85815603
45051080102,-79.20849545,34.00345932,163,163,Conventional,22,2018,1,182,0,2,11,0,178,47,100,95,114,21,28,114,5,44,156,7,0.5101,1.126603495,163,58,41.32249213,2635,17.34,61700,78,750,1070,72.30942248,145,9.022556391,-8.938547486
45051080200,-79.23511193,33.94127217,202,202,Conventional,46,2018,9,233,1,2,1,1,253,50,149,111,139,38,25,112,8,82,192,10,0.491,1.345340302,202,63,38.19700395,4607,7.31,61700,93,1282,1887,73.33722354,125,3.305785124,7.446808511
45051980100,-78.93024695,33.67823227,44,44,Conventional,0,2018,0,42,0,5,6,0,31,22,29,15,38,3,3,35,1,8,42,2,0.4605,1.327284799,44,147,109.014649,92,0,61700,0,15,50,94.4112165,260,10.40339703,29.41176471
45053950100,-81.09991861,32.56678343,169,169,Conventional,68,2018,11,175,1,0,72,1,119,37,105,96,71,60,38,97,13,59,158,11,1.096,2.160732932,169,56,56.83170427,4443,44.11,70600,67,1494,2426,70.66703084,95,4.395604396,-17.56097561
45053950201,-80.94169832,32.39829438,513,512,Conventional,21,2018,18,588,0,8,41,1,572,204,339,313,352,71,90,373,31,109,470,43,0.3145,1.060515415,513,76,58.62933709,4813,33.43,70600,77,1251,1760,1055.26484,195,3.174603175,1.383399209
45053950202,-80.90918177,32.5445231,307,307,Conventional,74,2018,25,323,2,8,93,1,262,88,207,172,182,78,47,204,13,90,287,20,0.807,1.494698597,307,54,71.55717603,9061,69.89,70600,57,2213,2909,94.43720566,125,7.75862069,0.326797386
45053950300,-81.05055776,32.24663193,269,269,Conventional,65,2018,36,240,1,5,82,2,185,106,169,140,131,87,51,147,17,105,250,19,0.446,1.479823893,269,60,52.48073688,8232,72.12,70600,60,1473,2627,109.068809,145,15.07936508,-22.47838617
45055970100,-80.37857176,34.41774229,74,74,Conventional,29,2018,2,71,0,1,24,0,52,16,31,49,32,20,22,44,3,27,71,3,1.27,2.296933969,74,39,33.775423,2412,36.94,68800,64,833,1196,45.32085621,85,31.78294574,12.12121212
45055970200,-80.47352013,34.50662909,85,85,Conventional,35,2018,3,94,1,0,6,1,94,15,54,47,42,24,19,51,0,34,83,2,1.6,2.033456202,85,50,44.34924905,3000,14.17,68800,58,900,1245,79.1405161,75,-10.71428571,-7.608695652
45055970300,-80.71289023,34.4420978,113,113,Conventional,14,2018,6,119,2,0,9,0,116,35,67,65,68,22,23,60,6,47,104,9,0.3445,1.147879525,113,77,121.2009925,1790,32.18,68800,78,697,1671,125.6819577,155,-17.11229947,3.669724771
45055970401,-80.75381312,34.28842116,217,217,Conventional,22,2018,5,254,1,3,30,1,233,45,164,105,130,41,46,98,9,110,196,21,0.4935,0.951576561,217,67,93.04595543,4503,20.28,68800,110,1621,2098,119.7991969,135,-0.735294118,-11.06557377
45055970402,-80.69876266,34.2329469,129,129,Conventional,0,2018,7,122,0,1,10,0,118,55,76,60,88,25,16,74,6,49,116,13,0.614,0.706212723,129,58,47.57257988,2766,24.87,68800,94,766,1027,66.12134649,125,3.305785124,-8.510638298
45055970403,-80.66165283,34.21842794,175,175,Conventional,2,2018,12,159,2,1,24,2,143,75,102,80,107,33,35,103,7,65,161,14,0.626,0.719176018,175,59.5,52.83691364,2779,34.04,68800,102,771,943,70.07300908,125,5.042016807,36.71875
45055970500,-80.61779896,34.29328086,339,338,Conventional,3,2018,4,364,4,5,57,1,308,115,209,171,238,41,60,199,16,124,317,22,0.48,1.143691845,339,79,167.0012952,5629,34.78,68800,94,1869,2717,125.2229305,165,20,11.51315789
45055970601,-80.549598,34.28138522,240,239,Conventional,12,2018,9,231,0,0,49,2,196,83,138,117,149,50,41,133,9,98,226,14,0.973,1.140749727,240,51,58.13405115,5704,37.34,68800,74,1569,2354,133.8197999,105,3.96039604,25
45055970602,-80.53429225,34.34029091,165,165,Conventional,51,2018,7,170,1,3,37,1,147,43,115,76,87,45,33,88,7,70,155,10,0.771,1.689447384,165,58,56.90942618,4739,27.79,68800,67,1312,1907,74.37669051,105,8.24742268,16.1971831
45055970700,-80.53193412,34.18182732,112,112,Conventional,14,2018,0,129,0,0,21,0,113,26,75,61,68,28,16,47,9,56,99,13,0.536,1.614819957,112,75.5,73.59811339,2687,36.4,68800,74,889,1302,122.7253463,125,3.305785124,-31.70731707
45055970800,-80.59485576,34.22360905,282,282,Conventional,51,2018,3,293,1,2,89,1,221,88,158,156,180,53,49,177,8,97,267,15,0.4935,1.397376098,282,75,9743.344417,6834,54.49,68800,74,1619,2753,91.82698431,115,-19.58041958,29.95391705
45055970902,-80.68553145,34.1375547,109,109,Conventional,29,2018,2,96,2,3,21,3,74,53,60,45,67,24,18,73,3,33,105,4,0.905,1.79019239,109,50,40.65618279,2879,24.63,68800,61,847,1255,56.7695594,115,-0.862068966,-18.04511278
45055970903,-80.81558865,34.17508829,489,489,Conventional,26,2018,27,458,2,5,162,1,325,211,299,227,318,89,82,315,18,156,454,35,0.6965,1.049306409,489,70,39.87197307,5954,17.84,68800,106,1982,2411,89.43541461,175,8.024691358,8.185840708
45055970904,-80.75928272,34.18910821,544,544,Conventional,39,2018,16,516,5,9,107,9,414,226,334,226,362,95,87,313,23,208,495,49,0.70595,0.780767799,544,59,39.16589725,8190,37.83,68800,92,2578,2985,70.85636737,145,-0.684931507,1.492537313
45055970905,-80.71734939,34.20762863,164,164,Conventional,9,2018,5,179,1,3,18,0,162,53,103,81,105,35,24,85,6,73,152,12,0.613,0.795058033,164,66,40.67475089,2856,3.5,68800,137,802,1001,80.24045488,175,4.166666667,-14.13612565
45057010100,-80.55014601,34.7257129,142,142,Conventional,46,2018,3,149,1,1,9,0,149,49,91,71,82,38,22,84,8,50,131,11,0.777,1.592514023,142,52,106.3226665,3894,9.94,71300,60,1147,1505,79.39122582,110,-13.7254902,36.53846154
45057010200,-80.56237989,34.58868503,189,189,Conventional,22,2018,1,225,4,0,19,0,209,34,127,111,120,41,28,103,17,69,173,16,1.076,1.642651783,189,52,47.37991163,8457,27.5,71300,67,1834,3008,75.67360456,95,-1.554404145,-1.5625
45057010300,-80.74890797,34.57394671,156,156,Conventional,35,2018,7,161,0,0,31,0,145,45,107,78,89,35,32,73,10,73,145,11,0.695,2.037320807,156,51,61.49434085,5965,31.18,71300,75,1592,2296,71.81229553,105,15.38461538,-20.81218274
45057010400,-80.84271455,34.64757711,179,179,Conventional,13,2018,3,197,2,0,36,1,165,53,90,116,116,37,26,117,9,53,163,16,0.8332,1.03305346,179,59,54.44936704,2242,42.77,71300,60,643,1108,69.35805072,125,-3.846153846,-11.38613861
45057010500,-80.79839431,34.69397066,157,157,Conventional,4,2018,7,177,2,0,29,0,159,37,98,98,112,27,18,109,9,39,149,8,0.7295,1.452776745,157,49,34.06219675,5076,46.28,71300,56,1028,1991,91.76308531,95,25,29.75206612
45057010600,-80.74072064,34.6751994,229,228,Conventional,4,2018,13,209,1,1,53,0,173,83,126,106,147,47,35,140,6,83,214,15,0.93,1.005700474,229,48,35.85483736,5343,34.96,71300,60,1412,2239,54.33227135,125,-1.57480315,18.65284974
45057010700,-80.75909314,34.71860946,93,92,Conventional,2,2018,8,68,1,0,36,0,39,49,49,29,54,18,21,53,6,34,91,2,0.95,1.252588861,93,46,40.00319346,3878,86.31,71300,31,524,1582,107.3835627,125,50.60240964,-43.29268293
45057010800,-80.77865283,34.7162856,58,57,Conventional,1,2018,3,51,1,3,9,0,42,20,26,30,41,7,10,41,3,14,56,2,0.825,1.155545993,58,48.5,34.24504287,2906,48.9,71300,61,469,1162,53.62142397,110,13.40206186,7.407407407
45057010900,-80.78078236,34.74207196,258,258,Conventional,2,2018,13,298,1,4,52,2,255,67,172,149,176,37,45,179,11,68,242,16,0.545,1.186770103,258,68,41.41511833,3820,26.13,71300,86,976,1394,86.03518237,175,23.23943662,68.62745098
45057011001,-80.67623785,34.70390334,242,242,Conventional,23,2018,10,246,3,1,62,1,206,70,142,130,153,44,45,154,10,78,226,16,0.9856,1.125897883,242,46,49.58486557,5067,20.76,71300,98,1478,2135,59.37924026,115,-2.542372881,2.978723404
45057011002,-80.68666326,34.7692046,197,197,Conventional,24,2018,5,222,0,3,20,0,212,65,137,108,111,38,48,111,11,75,177,20,0.488,1.490032919,197,60,42.43465483,4386,23.96,71300,86,1294,1860,89.67091671,135,9.756097561,29.60526316
45057011100,-80.808524,34.77429963,241,241,Conventional,14,2018,5,254,1,0,41,1,222,81,142,134,161,48,32,98,19,124,210,31,0.5025,1.043987241,241,56,42.98645423,5674,35.74,71300,85,1604,2150,77.6680572,125,-21.875,11.57407407
45057011201,-80.87004417,35.0023114,1419,1418,Conventional,17,2018,150,1447,12,87,150,6,1361,451,913,768,990,185,244,856,76,487,1208,211,0.35,0.951543985,1419,91.5,96.73988299,11719,23.35,71300,119,3706,4448,578.1368215,225,-6.832298137,11.38147567
45057011202,-80.83525979,34.88734936,1948,1948,Conventional,18,2018,146,2207,10,81,196,3,2076,657,1337,1167,1420,201,327,1325,86,537,1765,183,0.312,0.883483135,1948,85,95.75167339,12836,15.34,71300,112,4882,5434,123.1201779,245,5.603448276,7.150715072
45059920101,-82.12818136,34.69987933,377,376,Conventional,68,2018,31,369,1,3,77,1,325,122,247,175,245,62,70,239,14,124,357,20,0.9645,1.178231999,377,52,76.15476642,7206,38.27,64200,75,1727,2880,74.16549486,145,6.617647059,-5.037783375
45059920102,-82.05623791,34.64464765,57,57,Conventional,25,2018,0,66,0,0,2,0,68,13,47,26,27,13,17,35,3,19,52,5,1.507,1.488333925,57,50,41.99878186,1710,17.89,64200,84,535,684,114.4842417,105,26.5060241,11.76470588
45059920103,-82.12925218,34.57558655,202,202,Conventional,78,2018,9,180,3,0,47,1,153,77,115,92,100,56,46,140,8,54,187,15,0.947,2.035749083,202,49,125.5214381,4031,32.25,64200,87,1184,1608,75.03536759,95,-11.62790698,20.23809524
45059920104,-82.19526438,34.61187254,145,145,Conventional,29,2018,4,148,2,3,8,1,141,52,91,68,90,22,33,71,3,71,138,7,0.755,1.324705544,145,58,58.22037692,3633,21.66,64200,96,1120,1506,109.4905916,145,13.28125,1.398601399
45059920201,-82.22611692,34.48786539,117,117,Conventional,35,2018,0,136,0,0,6,0,139,20,88,59,58,30,29,69,9,39,105,12,0.8843,1.95350522,117,61.5,43.06676748,3207,15.19,64200,93,1095,1423,95.01849604,115,5.02283105,0.862068966
45059920202,-82.15632318,34.39220588,137,137,Conventional,44,2018,0,167,1,0,7,0,162,33,90,81,72,36,29,80,7,50,127,10,0.5755,2.073084776,137,59,37.77445272,3318,0.33,64200,67,1160,2076,79.18074231,105,5,30.47619048
45059920301,-82.08817695,34.47755664,118,118,Conventional,20,2018,3,140,2,1,27,0,116,25,82,65,69,29,20,64,12,42,106,12,0.7035,1.685978138,118,58.5,38.88371403,3906,24.07,64200,84,1313,1610,118.0062781,105,-7.079646018,-20.80536913
45059920302,-81.98590653,34.44574426,111,111,Conventional,38,2018,4,109,1,0,31,0,94,23,63,62,45,38,28,53,9,49,105,6,1.4425,2.336138083,111,49,68.28971965,4273,46.9,64200,67,1019,1692,60.14900962,85,1.19047619,6.730769231
45059920400,-82.0281886,34.49121565,240,240,Conventional,0,2018,8,230,0,3,74,1,166,74,128,124,152,41,47,138,22,80,222,18,1.1045,1.49550699,240,47,30.78334692,4735,39.41,64200,79,1222,2290,47.19754325,95,5.555555556,-6.25
45059920501,-81.97343828,34.59593339,73,73,Conventional,21,2018,6,80,0,0,15,0,78,14,38,54,35,16,22,41,5,27,71,2,0.7375,2.592090589,73,50,170.122215,1684,23.16,64200,121,633,834,120.3150987,105,22.80701754,-17.04545455
45059920502,-82.02046687,34.53780547,158,157,Conventional,23,2018,5,144,0,0,42,0,112,50,79,76,83,44,31,84,11,63,148,10,1.303,1.997654164,158,47,25.11930321,5848,44.03,64200,59,1176,2283,42.98711015,85,18.05555556,15.32846715
45059920600,-81.79637351,34.51725433,134,134,Conventional,30,2018,4,137,0,0,21,0,126,46,75,76,83,35,16,81,9,44,128,6,1.193,1.907027363,134,49,41.1580311,4465,28.02,64200,69,1074,1614,69.11678082,95,43.93939394,19.64285714
