census_tract,long,lat,Applications,One.to.Four.Unit,loan_type,mfrd,year,Hispanic,N.Hispanic,Native,Asian,Black,Pacific,White,Race_Other,Male,Female,Accepted,Denied,Action_Other,Purchase,Improvement,Purpose_Other,Lien.First,Lien.Sub,Med.Spread,Stdv.Spread,Hoepa,Med.Income,Stdv.Income,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,Stdv.Loan,Med.Loan,loan.return,app.growth
45013002105,-80.92153998,32.2787085,413,412,Conventional,2,2018,44,471,4,10,35,2,478,108,283,257,286,52,75,260,21,132,373,40,0.507,0.828298778,413,80,45.24108843,3146,19.33,70600,114,868,1007,1340.29596,235,-4.081632653,13.77410468
45013002106,-80.90306273,32.25410093,969,969,Conventional,3,2018,84,1079,3,42,57,2,1071,340,645,599,695,136,138,576,74,319,837,132,0.426,1.020141184,969,85,92.2601094,9043,33.76,70600,105,2133,3399,147.0537353,195,-11.76470588,22.19419924
45013002107,-80.87812526,32.24344122,504,503,Conventional,9,2018,43,549,1,9,32,1,556,153,320,304,320,106,78,272,42,190,440,64,0.52,0.99072124,504,70,147.1356036,11260,49.28,70600,95,2033,2671,369.6500366,185,1.092896175,-23.75189107
45013002108,-80.8258938,32.22115905,255,255,Conventional,8,2018,20,272,1,3,4,1,284,86,168,137,165,46,44,121,22,112,215,40,0.566,0.911264402,255,84,95.79160063,4863,41.95,70600,88,934,1585,201.0833865,205,0.490196078,1.593625498
45013002201,-80.81936644,32.28030321,508,508,Conventional,6,2018,13,661,3,3,4,0,674,150,382,337,361,71,76,261,43,204,437,71,0.2,0.799916384,508,122,238.1982108,7602,9.98,70600,156,2580,3390,253.7884802,285,-5,-11.65217391
45013002202,-80.81714957,32.35168517,274,274,Conventional,2,2018,7,342,0,6,18,1,324,87,208,165,171,49,54,148,19,107,238,36,0.215,0.56075545,274,145.5,248.9476396,3346,6.66,70600,153,1192,1801,278.1438782,330,4.265402844,24.54545455
45013010100,-80.81327909,32.1269898,318,318,Conventional,0,2018,5,391,0,2,3,0,400,124,249,209,240,37,41,198,9,111,291,27,0.152,0.792564973,318,285,413.0902327,1742,1.26,70600,163,852,2270,583.9674537,455,8.333333333,11.97183099
45013010200,-80.79084242,32.15146831,304,303,Conventional,0,2018,1,390,0,7,1,0,387,119,219,219,214,40,50,174,35,95,261,43,0.177,0.803988958,304,181,321.4809511,3888,18.52,70600,175,1328,2513,245.9600425,325,1.5625,13.01115242
45013010300,-80.76241819,32.16780068,365,365,Conventional,1,2018,12,443,0,2,8,0,449,117,250,248,254,47,64,197,20,148,330,35,0.355,0.820700286,365,120,266.707848,4507,12.23,70600,113,1536,2074,238.9050396,235,4.910714286,5.797101449
45013010400,-80.75488443,32.19865472,514,514,Conventional,25,2018,21,632,0,0,41,2,616,136,365,332,355,80,79,306,31,177,443,71,0.32955,1.338281149,514,115,177.9475386,4844,14.62,70600,160,1649,2012,397.1915276,275,6.589147287,14.4766147
45013010500,-80.75802971,32.22190139,266,266,Conventional,14,2018,29,280,1,3,16,0,281,101,175,157,167,44,55,149,19,98,234,32,0.56,1.572881039,266,75,79.77080119,4036,47.52,70600,97,977,1575,167.9281381,195,-1.515151515,9.016393443
45013010600,-80.73521066,32.24531319,346,346,Conventional,0,2018,5,445,1,1,0,1,456,119,251,247,252,48,46,188,33,125,290,56,0.222,0.881129348,346,122,135.4500205,4130,5.71,70600,168,1854,2045,162.5814338,305,-5.279503106,37.84860558
45013010700,-80.70721559,32.26161053,422,422,Conventional,2,2018,13,509,0,2,8,2,527,146,303,289,316,50,56,236,41,145,353,69,0.2672,0.93044178,422,111,114.2331745,4682,3.84,70600,152,1873,2389,152.8568517,295,-10.60606061,33.12302839
45013010800,-80.68666641,32.24042999,176,174,Conventional,9,2018,24,165,0,3,6,0,176,64,100,102,111,34,31,137,8,31,169,7,0.827,1.297413442,176,82,71.27704699,4024,82.03,70600,64,323,711,203.3152501,125,45.34883721,112.0481928
45013010900,-80.67416567,32.2274706,138,138,Conventional,0,2018,4,173,1,4,2,0,177,50,108,93,100,19,19,68,8,62,118,20,0.1695,0.576279441,138,165.5,270.5525559,1745,12.44,70600,154,659,1079,380.8203589,395,-4.242424242,27.77777778
45013011000,-80.71428087,32.19581844,287,287,Conventional,3,2018,6,325,2,4,6,0,315,113,205,162,192,45,50,212,12,63,275,12,0.4275,0.882698021,287,156,183.9860237,2052,45.52,70600,69,490,923,286.7793008,155,-6.626506024,4.363636364
45013011100,-80.72282022,32.1755851,374,373,Conventional,0,2018,9,467,0,6,7,0,461,130,286,240,279,43,52,256,23,95,343,31,0.209,0.73207875,374,200,252.1583967,2350,13.79,70600,146,743,2553,336.0216357,305,2.521008403,-4.591836735
45013011200,-80.74320522,32.14943724,131,131,Conventional,0,2018,1,156,1,2,3,0,152,46,100,76,97,20,14,79,4,48,120,11,0.25,0.509128399,131,167,245.7922707,789,2.79,70600,125,287,1039,325.0924075,275,0,5.64516129
45013011300,-80.76121194,32.13987231,260,260,Conventional,1,2018,2,335,0,5,5,0,338,76,214,162,190,32,38,185,17,58,243,17,0.4504,0.600273859,260,146.5,359.796991,1230,9.67,70600,92,278,655,440.5415303,165,4.430379747,8.333333333
45015020101,-80.16740958,33.33788487,111,111,Conventional,74,2018,6,109,7,3,47,0,70,30,71,54,51,34,26,70,4,37,109,2,1.6135,2.084855191,111,50,31.08424197,3079,60.8,74500,63,990,1701,78.82646633,105,15.38461538,-9.756097561
45015020102,-80.25202426,33.20112228,163,163,Conventional,52,2018,9,174,1,0,45,0,152,46,116,88,68,56,39,70,10,83,147,16,0.7099,1.973678856,163,60,68.6610579,4174,43.34,74500,60,1164,1517,118.8381037,105,6.060606061,7.236842105
45015020201,-79.88113754,33.37468785,101,101,Conventional,45,2018,3,104,4,1,34,0,77,19,68,48,48,30,23,53,4,44,99,2,1.064,2.150089754,101,50,39.78103307,4111,56.6,74500,76,1052,1731,74.62487043,95,20.25316456,-11.40350877
45015020202,-80.04631041,33.42789008,69,69,Conventional,38,2018,1,60,1,0,59,1,14,12,37,41,26,24,19,42,3,24,65,4,1.333,3.037056332,69,53,51.90057525,3057,84.76,74500,54,906,1721,58.9594338,75,36.36363636,-10.38961039
45015020301,-79.8283019,33.28731667,118,118,Conventional,56,2018,3,134,0,1,8,1,129,22,76,56,61,32,25,78,6,34,112,6,0.984,2.109748447,118,57,33.96393038,3006,12.04,74500,86,965,1307,75.81667009,115,8.490566038,-1.666666667
45015020302,-79.96754256,33.30125728,262,262,Conventional,103,2018,0,311,2,1,54,1,268,60,182,155,138,58,66,141,18,103,238,24,0.83,1.528081238,262,60.5,73.16800208,6724,34.44,74500,82,1590,2984,129.0919742,125,17.9245283,-4.029304029
45015020401,-79.73617911,33.17931052,153,153,Conventional,70,2018,3,168,1,2,45,1,136,26,100,84,72,50,31,88,7,58,142,11,0.811,1.775753713,153,56,42.9494743,4581,48,74500,62,1272,1817,124.4309372,95,-3.06122449,-8.928571429
45015020403,-79.91722472,32.86360796,882,880,Conventional,1,2018,18,1052,2,16,12,1,1043,272,619,497,606,113,163,535,64,283,720,162,0.13,1.028291712,882,176,223.6582211,7037,6.3,74500,225,1867,1899,2123.979629,415,-1.19047619,27.4566474
45015020404,-79.88906737,32.92126555,508,508,Conventional,3,2018,20,548,1,18,20,1,544,165,331,266,354,57,97,315,25,168,436,72,0.4245,0.928495052,508,97.5,126.7454706,4511,31.94,74500,143,1201,1506,230.1648152,245,-3.162055336,3.885480573
45015020405,-79.83001713,33.01509151,168,168,Conventional,25,2018,5,174,0,4,31,0,162,43,116,95,105,35,28,93,9,66,151,17,0.463,1.447709022,168,70,61.27666539,3413,59.48,74500,103,963,1421,139.1719447,195,4.278074866,-16.83168317
45015020503,-80.09501498,33.2235093,241,241,Conventional,44,2018,5,280,5,1,33,1,255,54,183,118,146,55,40,126,16,99,216,25,0.5015,1.569396539,241,70,68.23902916,5151,34.44,74500,92,1746,2297,132.0338299,155,-9.88372093,1.687763713
45015020504,-80.01011411,33.20759859,177,177,Conventional,18,2018,4,173,0,2,43,0,143,52,102,88,110,32,35,116,6,55,165,12,0.8675,1.121391114,177,54.5,38.80598307,4641,50.18,74500,85,1099,1584,62.20374058,145,12.84046693,6.626506024
45015020505,-80.03539123,33.15942916,435,435,VA-guaranteed,9,2018,13,395,8,14,146,1,240,191,275,171,274,85,76,297,8,130,408,27,0.7245,0.806712771,435,58,42.91893192,3712,47.47,74500,89,1005,1185,68.61422182,215,6.965174129,-24.47916667
45015020506,-79.99727602,33.18329682,284,284,Conventional,43,2018,13,275,5,7,53,2,253,90,162,154,170,67,47,153,17,114,257,27,0.668,1.779970924,284,57,52.16868915,5337,39.84,74500,81,1293,2172,179.2327582,145,-0.343642612,10.07751938
45015020600,-79.9843158,33.08610172,1324,1324,VA-guaranteed,16,2018,74,1297,10,35,264,3,1072,548,902,580,988,151,185,991,41,292,1238,86,0.407,0.940311439,1324,68,299.3365945,6824,29.53,74500,124,2367,2755,152.8936424,235,5.855855856,6.516492357
45015020707,-80.04457448,33.06155045,417,416,Conventional,31,2018,24,359,4,13,116,4,256,172,239,164,278,71,68,233,25,159,385,32,0.602,1.455979588,417,65,66.50212262,5998,31.93,74500,94,1355,1856,230.5365164,195,4.278074866,-32.85024155
45015020710,-80.18477775,33.09252925,347,347,Conventional,15,2018,24,345,7,7,68,2,290,117,234,161,221,67,59,188,19,140,314,33,0.565,1.272930379,347,68,66.37983385,5763,29.95,74500,105,1489,1899,98.96824103,195,3.723404255,-8.201058201
45015020711,-80.10587265,33.13520103,1424,1424,Conventional,26,2018,92,1543,4,31,241,10,1367,522,1026,725,1027,136,261,1091,27,306,1352,72,0.436,0.83277036,1424,79,52.81069544,3848,21.99,74500,100,1270,1481,86.31217696,245,0.409836066,6.746626687
45015020712,-80.09654307,33.09121998,155,155,Conventional,74,2018,10,156,6,4,12,3,153,41,106,80,69,53,33,82,10,63,148,7,1.05,1.677521861,155,55.5,38.77600723,3616,9.85,74500,80,947,1414,78.87882133,125,-10.71428571,6.896551724
45015020713,-80.13055067,33.07143936,591,590,Conventional,11,2018,27,657,7,11,73,1,615,195,408,362,394,73,124,461,17,113,554,37,0.28255,0.763041544,591,90.5,51.94114914,2524,14.46,74500,93,718,983,122.3961141,255,2.822580645,51.15089514
45015020714,-80.13823678,33.0273184,344,343,Conventional,8,2018,21,306,4,5,55,1,268,149,188,152,249,46,49,197,17,130,318,26,0.81905,1.059856674,344,52,41.49219448,5467,30.36,74500,98,1541,2082,64.93647704,135,-6.896551724,-13.13131313
45015020715,-80.12213496,33.0374732,242,242,Conventional,4,2018,6,232,2,3,22,0,220,89,133,117,165,32,45,127,18,97,213,29,0.8932,1.095655549,242,56,77.85181871,4556,30.55,74500,81,1252,1651,79.27373433,145,13.28125,-2.81124498
45015020716,-80.10879017,33.01327102,595,595,Conventional,19,2018,36,572,4,17,158,3,432,220,383,255,397,103,95,340,29,226,555,40,0.735,0.991338962,595,60,32.52154679,8068,30.14,74500,87,2172,2837,67.011007,175,10.06289308,2.586206897
45015020717,-80.09809351,33.02909332,298,297,Conventional,38,2018,7,259,1,6,69,0,198,121,142,152,169,59,70,190,13,95,272,26,0.833,1.396236662,298,48,29.96076537,5027,36.46,74500,72,1149,2038,703.562156,125,3.305785124,-8.868501529
45015020718,-80.09035474,33.04401254,266,263,Conventional,148,2018,34,267,7,5,114,0,182,53,151,176,126,84,56,225,6,35,261,5,0.864,1.786444538,266,47,31.95506454,4946,40.07,74500,80,871,1434,2929.277245,55,-0.900900901,0
45015020719,-80.07284485,33.02895883,492,492,Conventional,1,2018,35,437,1,15,69,2,387,189,262,235,342,75,75,285,25,182,440,52,0.7125,1.064509835,492,56,51.84424593,7301,35.94,74500,96,1690,2212,57.0255931,150,2.040816327,-1.796407186
45015020720,-80.05927201,33.01679272,177,177,Conventional,0,2018,10,189,3,6,13,0,182,52,118,89,115,31,31,77,14,86,155,22,0.543,1.134788073,177,65,54.0730611,3016,13.89,74500,116,921,983,68.6304407,175,-8.376963351,-11.05527638
45015020721,-80.08114407,33.00405261,212,211,Conventional,5,2018,8,246,5,30,33,1,192,67,155,120,152,28,32,109,20,83,178,34,0.3005,1.243070044,212,108,93.63540423,3480,32.76,74500,148,1036,1182,2900.109741,275,-3.169014085,19.1011236
45015020722,-80.06206667,33.00566888,226,226,Conventional,2,2018,18,233,6,8,26,5,217,62,149,117,147,28,51,118,15,93,196,30,0.545,0.911381441,226,65,59.80722658,2965,13.9,74500,124,918,1207,72.64260379,175,5.421686747,3.196347032
45015020723,-80.04640251,32.99726984,128,128,Conventional,0,2018,4,118,2,8,12,0,103,46,78,53,86,19,23,60,7,61,116,12,0.7,0.862514493,128,51.5,39.27091324,3126,31.16,74500,101,722,1044,48.431094,135,8,2.4
45015020724,-79.96698992,32.99946027,6,6,FHA-insured,0,2018,0,2,0,0,0,0,2,10,1,1,5,0,1,6,0,0,6,0,0.24,0,6,55,0,3254,20.34,74500,65,0,397,41.47288271,225,35.54216867,500
45015020804,-80.01344806,32.97575991,205,205,Conventional,2,2018,9,182,0,8,56,1,129,67,111,89,148,28,29,147,5,53,190,15,0.758,0.926721754,205,50,36.57947956,2892,58.85,74500,84,554,754,47.51636432,145,16,25
45015020806,-80.03184995,33.01811822,221,221,Conventional,0,2018,12,195,1,7,53,1,148,77,123,92,148,32,41,129,6,86,202,19,0.667,1.09195959,221,45,34.72344194,3269,39.16,74500,76,704,1344,79.09137955,125,9.649122807,-5.150214592
45015020807,-80.0132852,33.01966482,1012,1012,VA-guaranteed,0,2018,71,889,2,41,249,9,688,433,585,451,702,147,163,710,21,281,942,70,0.55,0.908730013,1012,63,33.23291868,7341,47.92,74500,107,1847,2486,70.24170758,205,6.21761658,-1.075268817
45015020808,-80.01870387,32.99491039,181,181,Conventional,62,2018,33,165,7,10,54,3,121,57,118,97,84,50,47,122,4,55,177,4,1.25665,1.621760699,181,51,25.47898643,3966,44.83,74500,87,771,1292,68.15133199,115,25,-44.98480243
45015020809,-80.02427023,32.9858027,155,155,Conventional,13,2018,15,146,0,14,37,0,108,60,82,83,90,26,39,85,6,64,143,12,0.87775,0.90212336,155,51,58.75999521,3817,48.39,74500,85,979,1313,57.66377561,135,10.6557377,11.51079137
45015020810,-80.02595858,32.96867648,136,136,Conventional,1,2018,7,128,1,3,15,2,117,47,80,67,98,17,21,81,6,49,124,12,0.7395,1.253011879,136,60,38.69063482,4357,54.28,74500,83,923,1422,66.54564178,165,5.769230769,-27.65957447
45015020811,-80.0113734,32.96071555,125,124,Conventional,1,2018,16,106,4,6,26,2,84,52,74,62,73,21,31,62,6,57,119,6,0.721,1.047648749,125,53,27.19931073,4992,54.51,74500,53,694,860,648.1390432,145,7.011070111,17.9245283
45015020812,-80.00927789,32.94174192,401,400,Conventional,0,2018,18,415,0,17,26,3,397,148,260,210,270,50,81,217,22,162,358,43,0.37,0.959811866,401,88,78.04555086,5479,26.54,74500,131,1509,1845,142.6785621,245,0.409836066,-12.82608696
45015020901,-80.00809816,32.90771345,66,65,Conventional,2,2018,8,56,0,2,1,0,58,23,43,22,50,10,6,39,2,25,60,6,0.906,1.243680867,66,58.5,59.20169673,1786,42.83,74500,66,323,667,70.03778534,135,-4.929577465,20
45015020903,-80.00890513,32.91898398,197,197,Conventional,3,2018,7,203,4,3,3,0,200,83,120,105,124,29,44,100,6,91,177,20,0.657,0.97723475,197,66,46.2889542,3414,23.46,74500,76,785,1076,81.45617384,175,9.034267913,21.60493827
45015020904,-80.03097896,32.948284,243,243,Conventional,1,2018,9,246,2,28,20,1,201,94,147,132,146,39,58,130,17,96,215,28,0.504,1.147130333,243,70,45.65093787,3673,30.74,74500,107,771,1165,110.2836036,195,-11.36363636,34.25414365
45015021000,-79.97972045,32.91812764,126,126,Conventional,6,2018,4,122,2,4,11,1,113,33,70,72,73,27,26,70,10,46,111,15,0.677,1.084000861,126,60,48.32267869,4828,33.14,74500,60,846,1371,78.42857432,125,-9.747292419,-14.86486486
45017950100,-80.95509956,33.74357308,180,180,Conventional,52,2018,8,182,3,0,55,0,154,43,117,100,94,49,37,92,12,76,160,20,0.7303,1.955405038,180,61,64.62646668,5568,36.66,68800,102,1861,2495,75.4850033,85,-26.72413793,-6.735751295
45017950200,-80.80243435,33.68629253,177,177,Conventional,27,2018,5,173,3,2,57,3,130,53,108,91,97,39,41,104,11,62,164,13,0.672,1.627783086,177,55,217.1763326,6050,56.03,68800,101,1733,2784,86.95049037,105,12.29946524,16.44736842
45017950400,-80.64555879,33.62014777,97,97,Conventional,23,2018,2,108,0,0,29,0,88,30,64,61,57,20,20,55,2,40,91,6,0.571,1.256724124,97,57,124.7537705,3340,46.38,68800,74,1078,1892,95.22299294,115,21.05263158,-5.825242718
45019000100,-79.94016045,32.77193546,134,129,Conventional,0,2018,5,133,0,1,0,1,137,44,68,72,93,13,28,56,13,65,111,23,0.035,1.095601783,134,185,944.3924245,2784,17.64,74500,210,529,993,541.6473623,505,-24.9628529,28.84615385
45019000200,-79.92586868,32.77079354,86,86,Conventional,0,2018,0,96,0,0,1,0,92,40,53,42,53,11,22,41,5,40,78,8,-0.017,1.048554937,86,383,1444.425221,1382,0.36,74500,244,531,841,809.7281721,755,-11.28084606,-18.0952381
45019000400,-79.93532596,32.78253775,64,63,Conventional,1,2018,3,62,0,0,3,0,58,28,35,36,43,10,11,32,5,27,55,9,0.064,0.836735529,64,198.5,354.3490601,3481,20.28,74500,0,124,606,256.0643443,300,-28.40095465,-5.882352941
45019000500,-79.94721438,32.77936807,107,106,Conventional,0,2018,3,107,1,3,1,0,107,33,79,40,56,27,24,51,16,40,79,28,0.0625,1.197290905,107,190,488.3312639,1951,5.59,74500,231,414,724,514.7257549,375,-11.55660377,12.63157895
45019000600,-79.95097063,32.78472595,55,54,Conventional,0,2018,1,50,0,7,1,0,47,21,31,26,30,12,13,29,4,22,49,6,0.099,0.732139851,55,205,339.7617317,1165,17.17,74500,106,184,322,492.1705516,365,2.528089888,-9.836065574
45019000700,-79.93854602,32.78937941,51,50,Conventional,0,2018,1,42,0,3,3,0,38,18,29,16,34,10,7,14,6,31,37,14,0.087,1.387512362,51,147,172.9009959,3188,29.58,74500,207,124,622,487.1890562,445,4.952830189,-19.04761905
45019000900,-79.92763289,32.79842436,71,70,Conventional,0,2018,1,66,0,0,6,0,63,26,44,25,49,11,11,37,8,26,64,7,0.528,1.435014183,71,105,153.889096,1403,70.42,74500,46,136,629,328.5149195,305,1.666666667,5.970149254
45019001000,-79.94433251,32.79192853,132,124,Conventional,0,2018,1,117,0,5,7,0,107,53,96,37,80,21,31,77,11,44,112,20,0.322,1.049253039,132,158,219.9599302,2179,34.01,74500,44,228,1026,3716.333819,430,2.380952381,-6.382978723
45019001100,-79.95638979,32.79013388,121,120,Conventional,0,2018,6,123,0,2,18,0,113,41,81,58,73,22,26,62,13,46,108,13,0.244,0.976606695,121,125,123.0872452,2266,65.45,74500,0,367,877,339.0436233,325,-0.153609831,-12.31884058
45019001500,-79.95227151,32.80709981,71,71,Conventional,0,2018,1,82,0,0,13,0,72,19,57,33,44,12,15,32,9,30,63,8,0.254,0.683444141,71,126,284.0604125,1457,68.84,74500,75,350,688,172.5256812,285,-8.653846154,-34.25925926
45019001600,-79.96174637,32.8082313,119,119,Conventional,0,2018,5,140,1,7,18,2,120,27,81,71,79,19,21,62,12,45,97,22,0.156,1.197953555,119,112,380.4038808,1710,33.27,74500,137,501,694,233.7788322,325,-1.215805471,13.33333333
45019001901,-79.99534572,32.74660192,325,323,Conventional,3,2018,7,353,2,13,12,0,328,117,203,176,238,42,45,166,26,133,272,53,0.273,1.270391238,325,102,92.60033626,4250,11.67,74500,127,1410,2082,257.4449553,255,-2.485659656,1.5625
45019001902,-79.96279385,32.75716386,266,265,Conventional,2,2018,5,286,6,3,13,0,280,77,169,142,170,44,52,153,24,89,232,34,0.3635,0.947311667,266,92,311.6607654,4181,26.26,74500,117,815,1301,835.6415217,205,-5.092592593,-10.73825503
45019002002,-79.96191805,32.73369516,497,497,Conventional,0,2018,17,510,2,10,11,1,505,153,299,262,342,80,75,269,50,178,421,76,0.4835,0.934112719,497,74,63.85934137,6362,22.24,74500,115,1913,2804,106.9376944,195,-3.225806452,-2.549019608
45019002003,-79.95059043,32.68816934,587,585,Conventional,21,2018,13,652,1,7,93,3,572,159,379,332,368,103,116,327,44,216,528,59,0.408,0.838926916,587,81,91.6065918,8545,39.74,74500,108,2186,3280,983.9018972,215,5.911330049,21.03092784
45019002004,-79.9341931,32.66184376,223,223,Conventional,0,2018,2,252,1,2,0,0,252,72,158,117,161,26,36,116,13,94,201,22,0.209,1.169149388,223,200,7081.843671,2244,6.73,74500,157,597,1965,313.5790722,455,7.311320755,-5.106382979
45019002005,-79.91431181,32.73147019,511,511,Conventional,0,2018,10,613,3,8,3,1,612,141,355,295,340,74,97,247,57,207,415,96,0.2845,1.045064076,511,97,123.3208542,6120,8.2,74500,157,2316,2681,203.3140775,255,-8.928571429,-4.664179104
45019002006,-79.93940949,32.73709451,306,306,Conventional,4,2018,4,348,2,4,16,2,333,98,197,181,192,50,64,141,35,130,252,54,0.356,1.065990971,306,94.5,68.81484405,4695,21.13,74500,118,1661,2026,136.9128209,245,-9.926470588,0
45019002007,-79.92365481,32.75295069,265,265,Conventional,0,2018,10,317,0,4,0,0,330,75,191,152,182,32,51,132,30,103,211,54,0.1364,0.919954689,265,139,174.6677253,3823,6.88,74500,167,1220,1422,267.5680503,325,-8.450704225,14.22413793
45019002101,-80.09048827,32.74220974,1542,1540,Conventional,35,2018,57,1710,9,21,90,1,1664,464,1029,869,1093,174,275,1104,60,378,1394,148,0.39,0.954528768,1542,83,77.50537335,13324,33.04,74500,118,3558,4776,835.4305787,255,4.938271605,1.715039578
45019002103,-80.06982002,32.66665344,368,368,Conventional,22,2018,15,426,5,10,42,4,391,97,258,204,226,68,74,216,22,130,321,47,0.32,1.219787059,368,104,124.4981541,3651,47.71,74500,94,1004,1635,646.6751004,325,2.040816327,41.53846154
45019002104,-80.06052695,32.61598731,367,367,Conventional,0,2018,5,464,1,4,5,0,478,119,291,218,271,40,56,208,15,144,332,35,0.006,0.678140039,367,349,1267.813159,1432,2.79,74500,222,738,2894,862.7239281,565,0.355239787,14.6875
45019002105,-80.17012478,32.58181388,314,314,Conventional,0,2018,4,394,0,3,2,0,402,101,229,193,219,51,44,201,14,99,280,34,0.145,0.917603462,314,190,257.8857794,1749,2.57,74500,158,837,1855,430.6620428,330,-9.090909091,20.30651341
45019002200,-80.18477294,32.65689609,147,147,Conventional,34,2018,7,128,0,2,47,0,105,51,92,68,70,41,36,77,12,58,131,16,0.174,2.113459067,147,83,197.0955185,2993,55.43,74500,100,958,1337,257.4781644,225,12.5,-11.9760479
